product_id,tier,product_name,recipient,clone_brand,ref_product_link,ref_ads_link,stage,design_status,sent_to_freelancer,live_date,store_url,ad_status,ad_launch_date,ad_result,last_updated,notes
MJP-087,3,paws and human hand fist bump best cat,Pets,Wander Prints,https://wanderprints.com/products/paws-and-human-hand-fist-bump-best-cat-dad-ever-3d-inflated-effect-printed-mug-personalized-white-edge-to-edge-mug-nn457hel1096,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=paws%20and%20human%20hand%20fist%20bump&search_type=keyword_unordered&media_type=all,backlog,not-started,,,,none,,,2026-08-05,score 77%
MJP-088,3,kids holding dads hand best papa ever gift,Grandparents,Wander Prints,https://wanderprints.com/products/kids-holding-dads-hand-best-papa-ever-gift-for-father-papa-grandpa-personalized-polo-shirt,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=kids%20holding%20dads%20hand%20best%20papa&search_type=keyword_unordered&media_type=all,backlog,not-started,,,,none,,,2026-08-05,score 77%
MJP-089,3,dads reasons to drink personalized pint glass,Parents,Wander Prints,https://wanderprints.com/products/dads-reasons-to-drink-personalized-pint-glass-at1247dil803,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=dads%20reasons%20to%20drink%20personalized%20pint&search_type=keyword_unordered&media_type=all,backlog,not-started,,,,none,,,2026-08-05,score 77%
MJP-090,3,shortcode:kk896dil818,Other,Wander Prints,https://wanderprints.com/kk896dil818,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=kk896dil818&search_type=keyword_unordered&media_type=all,backlog,not-started,,,,none,,,2026-08-05,score 77%
MJP-091,3,couple i love you every day personalized white,Couples,Wander Prints,https://wanderprints.com/collections/personalized-mugs/products/couple-i-love-you-every-day-personalized-white-edge-to-edge-mug-at2001cla2227,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=couple%20i%20love%20you%20every%20day&search_type=keyword_unordered&media_type=all,backlog,not-started,,,,none,,,2026-08-05,score 76%
MJP-092,3,brothers a bond that cant be broken personalized,Couples,Wander Prints,https://wanderprints.com/products/brothers-a-bond-that-cant-be-broken-personalized-stemless-wine-glass-tu271dsr678,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=brothers%20a%20bond%20that%20cant%20be&search_type=keyword_unordered&media_type=all,backlog,not-started,,,,none,,,2026-08-05,score 76%
MJP-093,3,this grandpa dad belongs to kids pet personalized,Grandparents,Wander Prints,https://wanderprints.com/products/this-grandpa-dad-belongs-to-kids-pet-personalized-classic-cap-nv1479cla2290,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=this%20grandpa%20dad%20belongs%20to%20kids&search_type=keyword_unordered&media_type=all,backlog,not-started,,,,none,,,2026-08-05,score 76%
MJP-094,3,my favorite peeps call me grandma personalized womens,Grandparents,Wander Prints,https://wanderprints.com/products/my-favorite-peeps-call-me-grandma-personalized-womens-sleep-tee-ak1994nah5663,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=my%20favorite%20peeps%20call%20me%20grandma&search_type=keyword_unordered&media_type=all,backlog,not-started,,,,none,,,2026-08-05,score 76%
MJP-095,3,so many books so little time personalized pocket,Self/Hobby,Wander Prints,https://wanderprints.com/products/so-many-books-so-little-time-personalized-pocket-pillow-gt923cin4275,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=so%20many%20books%20so%20little%20time&search_type=keyword_unordered&media_type=all,backlog,not-started,,,,none,,,2026-08-05,score 76%
MJP-096,3,this grandma belongs to kids pet biscuits personalized,Grandparents,Wander Prints,https://wanderprints.com/products/this-grandma-belongs-to-kids-pet-biscuits-personalized-womens-sleep-tee-kk1483nah5608,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=this%20grandma%20belongs%20to%20kids%20pet&search_type=keyword_unordered&media_type=all,backlog,not-started,,,,none,,,2026-08-05,score 76%
MJP-097,3,mom nana sitting with children personalized window hanging,Grandparents,Wander Prints,https://wanderprints.com/products/mom-nana-sitting-with-children-personalized-window-hanging-suncatcher-ornament-kk1163cin3200,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=mom%20nana%20sitting%20with%20children%20personalized&search_type=keyword_unordered&media_type=all,backlog,not-started,,,,none,,,2026-08-05,score 75%
MJP-098,3,mom children sitting window 3d effect personalized window,Parents,Wander Prints,https://wanderprints.com/products/mom-children-sitting-window-3d-effect-personalized-window-hanging-suncatcher-ornament-kk1183cin3263,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=mom%20children%20sitting%20window%203d%20effect&search_type=keyword_unordered&media_type=all,backlog,not-started,,,,none,,,2026-08-05,score 75%
MJP-099,3,Adorable Custom Shaped Pillow For You,Other,Wander Prints,https://wanderprints.com/tra001mar001-fbf,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=adorable%20custom%20shaped%20pillow%20for%20you&search_type=keyword_unordered&media_type=all,backlog,not-started,,,,none,,,2026-08-05,score 73%
MJP-100,3,a piece of my heart is at the,Memorial,Wander Prints,https://wanderprints.com/products/a-piece-of-my-heart-is-at-the-rainbow-bridge-pet-memorial-gift-personalized-acrylic-car-hanger,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=a%20piece%20of%20my%20heart%20is&search_type=keyword_unordered&media_type=all,backlog,not-started,,,,none,,,2026-08-05,score 73%
MJP-101,3,hand in hand i will always protect you,Couples,Wander Prints,https://wanderprints.com/products/hand-in-hand-i-will-always-protect-you-birthday-loving-gift-for-mom-dad-grandma-grandpa-personalized-white-edge-to-edge-mug,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=hand%20in%20hand%20i%20will%20always&search_type=keyword_unordered&media_type=all,backlog,not-started,,,,none,,,2026-08-05,score 73%
MJP-102,3,proud father of a few funny gift for,Parents,Wander Prints,https://wanderprints.com/products/proud-father-of-a-few-funny-gift-for-dad-father-grandpa-personalized-t-shirt,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=proud%20father%20of%20a%20few%20funny&search_type=keyword_unordered&media_type=all,backlog,not-started,,,,none,,,2026-08-05,score 73%
MJP-103,3,shortcode:na345hel975-fbr,Other,Wander Prints,https://wanderprints.com/na345hel975-fbr,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=na345hel975%20fbr&search_type=keyword_unordered&media_type=all,backlog,not-started,,,,none,,,2026-08-05,score 73%
MJP-104,3,the legend has retired vintage retirement gift for,Occupation,Wander Prints,https://wanderprints.com/products/the-legend-has-retired-vintage-retirement-gift-for-beach-lovers-dad-mom-grandpa-grandma-personalized-t-shirt,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=the%20legend%20has%20retired%20vintage%20retirement&search_type=keyword_unordered&media_type=all,backlog,not-started,,,,none,,,2026-08-05,score 73%
MJP-105,3,vintage map papa title birthday loving gift for,Grandparents,Wander Prints,https://wanderprints.com/products/vintage-map-papa-title-birthday-loving-gift-for-dad-father-papa-grandpa-grandfather-personalized-custom-t-shirt,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=vintage%20map%20papa%20title%20birthday%20loving&search_type=keyword_unordered&media_type=all,backlog,not-started,,,,none,,,2026-08-05,score 73%
MJP-106,3,backside the only thing better is watching you,Couples,Wander Prints,https://wanderprints.com/products/backside-the-only-thing-better-is-watching-you-being-a-dad-personalized-mug-ts462hal2342,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=backside%20the%20only%20thing%20better%20is&search_type=keyword_unordered&media_type=all,backlog,not-started,,,,none,,,2026-08-05,score 73%
MJP-107,3,grandpa dad kids handprints personalized classic cap,Grandparents,Wander Prints,https://wanderprints.com/products/grandpa-dad-kids-handprints-personalized-classic-cap-nn452hel1081,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=grandpa%20dad%20kids%20handprints%20personalized%20classic&search_type=keyword_unordered&media_type=all,backlog,not-started,,,,none,,,2026-08-05,score 73%
MJP-108,3,custom photo senior graduation personalized stoles,Graduate,Wander Prints,https://wanderprints.com/products/custom-photo-senior-graduation-personalized-stoles-ts754cla855,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=custom%20photo%20senior%20graduation%20personalized%20stoles&search_type=keyword_unordered&media_type=all,backlog,not-started,,,,none,,,2026-08-05,score 73%
MJP-109,3,graduation motivation god has great plans for you,Graduate,Wander Prints,https://wanderprints.com/products/graduation-motivation-god-has-great-plans-for-you-personalized-ring-dish-tg298cla2478,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=graduation%20motivation%20god%20has%20great%20plans&search_type=keyword_unordered&media_type=all,backlog,not-started,,,,none,,,2026-08-05,score 67%
MJP-110,3,dad every poo i do personalized mug,Parents,Wander Prints,https://wanderprints.com/products/dad-every-poo-i-do-personalized-mug-tr240nah3414,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=dad%20every%20poo%20i%20do%20personalized&search_type=keyword_unordered&media_type=all,backlog,not-started,,,,none,,,2026-08-05,score 66%
MJP-111,—,Grandma's Garden personalized birth-flower candle warmer,Grandparents,original,,,live,ready,,2026-08-03,https://madejustforyou.net/products/grandmas-garden-personalized-birth-flower-candle-warmer?variant=50302396957029,none,,,2026-08-05,"original GPD02 ""Grandma's Garden"" build (concept mirrors PFG candle-warmer); ad status TBC"
